amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,risk_score,merchant_category_encoded,hour_category_Morning,hour_category_Afternoon,hour_category_Evening,amount_category_Medium,amount_category_High,amount_category_Very High,age_group_Adult,age_group_Middle Age,age_group_Senior,is_fraud
73.6,1,0,1,98,0,69,3.1,1,False,False,False,True,False,False,False,False,True,0
71.43,4,0,0,83,1,52,2.35,4,False,False,False,True,False,False,False,False,True,0
14.09,8,1,1,46,2,51,10.7,0,True,False,False,False,False,False,False,False,True,0
293.17,16,0,1,70,0,22,4.5,0,False,True,False,False,True,False,False,False,False,0
9.98,21,0,0,40,1,38,4.5,3,False,False,True,False,False,False,False,True,False,0
49.43,22,0,0,69,1,39,3.05,4,False,False,True,False,False,False,False,True,False,0
255.22,22,0,0,75,4,30,7.25,1,False,False,True,False,True,False,True,False,False,0
274.1,4,0,0,71,2,47,4.45,4,False,False,False,False,True,False,False,True,False,0
480.82,21,0,1,75,1,69,5.75,0,False,False,True,False,False,True,False,False,True,0
72.32,2,0,0,37,1,55,4.65,0,False,False,False,True,False,False,False,False,True,0
154.86,14,0,0,85,1,22,2.25,4,False,True,False,False,True,False,False,False,False,0
96.86,14,0,0,81,2,44,3.95,4,False,True,False,True,False,False,False,True,False,0
101.66,14,0,0,50,2,51,5.5,1,False,True,False,True,False,False,False,False,True,0
298.81,8,1,0,55,2,30,7.25,2,True,False,False,False,True,False,True,False,False,0
68.24,1,0,0,75,3,23,5.75,0,False,False,False,True,False,False,False,False,False,0
79.2,23,0,0,83,2,59,3.85,3,False,False,True,True,False,False,False,False,True,0
134.93,6,0,0,27,4,28,9.65,0,False,False,False,True,False,False,True,False,False,0
305.99,1,0,0,94,1,47,1.8,4,False,False,False,False,False,True,False,True,False,0
14.56,12,0,0,97,0,37,0.15,3,True,False,False,False,False,False,False,True,False,0
40.24,2,0,0,83,3,61,5.35,0,False,False,False,False,False,False,False,False,True,0
105.42,13,0,0,56,3,29,6.7,2,False,True,False,True,False,False,True,False,False,0
144.54,19,0,0,71,2,67,4.45,3,False,False,True,True,False,False,False,False,True,0
182.68,17,1,0,39,0,51,5.05,1,False,True,False,False,True,False,False,False,True,0
137.21,7,0,0,63,0,21,1.85,4,True,False,False,True,False,False,False,False,False,0
100.05,8,0,0,88,1,38,2.1,4,True,False,False,True,False,False,False,True,False,0
274.89,11,0,0,53,2,47,5.35,0,True,False,False,False,True,False,False,True,False,0
59.25,22,0,0,35,2,60,6.25,2,False,False,True,True,False,False,False,False,True,0
1.96,10,0,0,75,2,68,4.25,4,True,False,False,False,False,False,False,False,True,0
69.07,3,0,0,54,1,41,3.8,4,False,False,False,True,False,False,False,True,False,0
87.39,19,1,0,99,1,64,3.55,1,False,False,True,True,False,False,False,False,True,0
5.78,4,1,0,45,3,46,9.25,1,False,False,False,False,False,False,False,True,False,0
46.68,20,0,0,64,1,54,3.3,0,False,False,True,False,False,False,False,False,True,0
27.38,12,0,0,92,0,25,0.4,4,True,False,False,False,False,False,False,False,False,0
191.16,15,0,0,85,3,28,5.25,0,False,True,False,False,True,False,True,False,False,0
162.63,6,0,0,37,5,49,10.65,4,False,False,False,False,True,False,False,True,False,0
56.81,11,0,0,78,0,37,1.1,4,True,False,False,True,False,False,False,True,False,0
252.3,4,0,0,31,1,57,4.95,4,False,False,False,False,True,False,False,False,True,0
366.61,12,1,0,99,0,34,2.05,4,True,False,False,False,False,True,True,False,False,0
187.24,8,0,0,35,0,59,3.25,3,True,False,False,False,True,False,False,False,True,0
508.78,22,0,0,50,2,50,5.5,1,False,False,True,False,False,True,False,True,False,0
27.09,11,0,0,37,2,27,6.15,1,True,False,False,False,False,False,True,False,False,0
452.48,18,0,0,39,3,32,7.55,0,False,True,False,False,False,True,True,False,False,0
13.56,23,0,0,75,3,31,5.75,4,False,False,True,False,False,False,True,False,False,0
3.7,11,0,0,56,3,58,6.7,3,True,False,False,False,False,False,False,False,True,0
478.33,19,0,1,41,1,27,7.45,2,False,False,True,False,False,True,True,False,False,0
48.1,16,0,0,51,1,47,3.95,1,False,True,False,False,False,False,False,True,False,0
41.95,20,0,0,51,4,30,8.45,0,False,False,True,False,False,False,True,False,False,0
15.25,2,0,0,86,2,61,3.7,4,False,False,False,False,False,False,False,False,True,0
24.88,6,0,0,77,1,58,2.65,2,False,False,False,False,False,False,False,False,True,0
766.55,22,0,0,29,0,41,3.55,4,False,False,True,False,False,True,False,True,False,0
213.56,6,0,0,90,1,68,2.0,0,False,False,False,False,True,False,False,False,True,0
24.51,13,0,0,85,1,54,2.25,3,False,True,False,False,False,False,False,False,True,0
317.4,9,0,0,48,3,61,7.1,0,True,False,False,False,False,True,False,False,True,0
82.51,13,0,0,34,3,50,7.8,1,False,True,False,True,False,False,False,True,False,0
557.66,8,0,0,57,0,60,2.15,3,True,False,False,False,False,True,False,False,True,0
66.36,5,0,0,54,6,32,11.3,4,False,False,False,True,False,False,True,False,False,0
28.18,17,0,0,99,4,69,6.05,2,False,True,False,False,False,False,False,False,True,0
73.53,14,0,0,25,5,31,11.25,3,False,True,False,True,False,False,True,False,False,0
141.4,15,0,1,35,2,33,9.25,1,False,True,False,True,False,False,True,False,False,0
176.07,1,0,0,48,2,21,5.6,4,False,False,False,False,True,False,False,False,False,0
239.75,19,0,0,34,0,49,3.3,2,False,False,True,False,True,False,False,True,False,0
72.97,4,1,0,45,3,65,9.25,2,False,False,False,True,False,False,False,False,True,0
33.77,1,0,1,88,2,30,6.6,4,False,False,False,False,False,False,True,False,False,0
230.67,15,0,0,29,5,20,11.05,1,False,True,False,False,True,False,False,False,False,0
122.91,22,0,0,72,1,37,2.9,1,False,False,True,True,False,False,False,True,False,0
752.03,5,0,0,71,1,31,2.95,2,False,False,False,False,False,True,True,False,False,0
69.82,16,0,0,65,2,63,4.75,1,False,True,False,True,False,False,False,False,True,0
151.62,14,0,0,45,2,60,5.75,3,False,True,False,False,True,False,False,False,True,0
1.96,14,0,0,78,0,50,1.1,2,False,True,False,False,False,False,False,True,False,0
101.82,7,0,0,88,4,54,6.6,2,True,False,False,True,False,False,False,False,True,0
100.41,20,0,1,49,4,34,11.55,1,False,False,True,True,False,False,True,False,False,0
365.73,14,0,0,41,2,34,5.95,4,False,True,False,False,False,True,True,False,False,0
125.29,11,0,0,59,1,18,3.55,0,True,False,False,True,False,False,False,False,False,0
45.55,10,0,0,26,2,29,6.7,2,True,False,False,False,False,False,True,False,False,0
1.67,14,0,0,31,3,55,7.95,3,False,True,False,False,False,False,False,False,True,0
203.49,14,0,0,61,3,63,6.45,1,False,True,False,False,True,False,False,False,True,0
48.84,22,0,0,35,1,61,4.75,1,False,False,True,False,False,False,False,False,True,0
5.94,13,0,0,41,1,47,4.45,0,False,True,False,False,False,False,False,True,False,0
162.8,9,0,0,50,3,27,7.0,1,True,False,False,False,True,False,True,False,False,0
98.47,3,0,1,44,2,28,8.8,3,False,False,False,True,False,False,True,False,False,0
27.56,5,0,0,94,2,51,3.3,0,False,False,False,False,False,False,False,False,True,0
4.64,19,0,0,75,1,34,2.75,1,False,False,True,False,False,False,True,False,False,0
261.09,2,0,0,65,1,61,3.25,1,False,False,False,False,True,False,False,False,True,0
52.21,11,0,0,64,2,31,4.8,4,True,False,False,True,False,False,True,False,False,0
111.26,19,0,0,74,3,68,5.8,0,False,False,True,True,False,False,False,False,True,0
425.77,2,0,0,42,4,22,8.9,2,False,False,False,False,False,True,False,False,False,0
34.86,10,0,0,40,1,28,4.5,1,True,False,False,False,False,False,True,False,False,0
27.62,10,0,0,65,6,32,10.75,3,True,False,False,False,False,False,True,False,False,0
47.36,1,0,0,45,2,28,5.75,0,False,False,False,False,False,False,True,False,False,0
522.48,10,0,0,97,2,55,3.15,1,True,False,False,False,False,True,False,False,True,0
323.74,17,1,0,45,1,46,6.25,0,False,True,False,False,False,True,False,True,False,0
51.15,15,0,0,38,3,45,7.6,3,False,True,False,True,False,False,False,True,False,0
204.27,3,1,0,80,0,18,3.0,4,False,False,False,False,True,False,False,False,False,0
548.04,1,0,0,45,2,40,5.75,1,False,False,False,False,False,True,False,True,False,0
597.94,9,0,0,56,4,47,8.2,4,True,False,False,False,False,True,False,True,False,0
116.81,11,0,0,79,4,48,7.05,4,True,False,False,True,False,False,False,True,False,0
292.91,5,0,0,73,5,29,8.85,1,False,False,False,False,True,False,True,False,False,0
42.8,15,0,0,46,1,20,4.2,2,False,True,False,False,False,False,False,False,False,0
125.17,11,0,0,77,2,58,4.15,2,True,False,False,True,False,False,False,False,True,0
313.47,20,1,0,71,4,23,9.45,2,False,False,True,False,False,True,False,False,False,0
46.76,5,0,0,56,3,68,6.7,4,False,False,False,False,False,False,False,False,True,0
205.18,13,0,1,41,2,55,8.95,3,False,True,False,False,True,False,False,False,True,0
87.09,9,1,0,40,2,44,8.0,3,True,False,False,True,False,False,False,True,False,0
145.13,21,0,0,57,1,47,3.65,3,False,False,True,True,False,False,False,True,False,0
105.05,7,0,0,69,2,43,4.55,2,True,False,False,True,False,False,False,True,False,0
153.4,20,0,0,59,1,33,3.55,3,False,False,True,False,True,False,True,False,False,0
13.15,5,0,0,62,2,19,4.9,1,False,False,False,False,False,False,False,False,False,0
53.49,21,1,0,50,6,62,13.5,2,False,False,True,True,False,False,False,False,True,0
454.34,21,0,0,28,2,37,6.6,3,False,False,True,False,False,True,False,True,False,0
150.06,23,0,0,33,1,55,4.85,4,False,False,True,False,True,False,False,False,True,0
9.66,16,0,0,98,0,21,0.1,1,False,True,False,False,False,False,False,False,False,0
128.48,11,0,0,83,0,65,0.85,0,True,False,False,True,False,False,False,False,True,0
20.83,12,0,0,79,5,35,8.55,0,True,False,False,False,False,False,True,False,False,0
76.42,5,0,0,50,5,27,10.0,2,False,False,False,True,False,False,True,False,False,0
349.19,5,0,0,69,2,29,4.55,1,False,False,False,False,False,True,True,False,False,0
1.56,22,0,0,61,3,39,6.45,3,False,False,True,False,False,False,False,True,False,0
14.25,6,1,0,94,1,31,3.8,1,False,False,False,False,False,False,True,False,False,0
136.26,0,0,0,52,2,28,5.4,4,False,False,False,True,False,False,True,False,False,0
77.43,1,0,1,41,3,56,10.45,0,False,False,False,True,False,False,False,False,True,0
115.58,22,0,0,97,0,27,0.15,2,False,False,True,True,False,False,True,False,False,0
45.74,22,0,1,66,2,57,7.7,0,False,False,True,False,False,False,False,False,True,0
372.41,22,0,0,40,4,19,9.0,2,False,False,True,False,False,True,False,False,False,0
162.06,10,0,0,91,5,41,7.95,0,True,False,False,False,True,False,False,True,False,0
91.05,14,0,0,52,5,45,9.9,2,False,True,False,True,False,False,False,True,False,0
172.0,2,0,1,56,5,24,12.7,3,False,False,False,False,True,False,False,False,False,1
27.67,1,0,0,36,1,45,4.7,0,False,False,False,False,False,False,False,True,False,0
87.88,1,0,0,63,4,53,7.85,4,False,False,False,True,False,False,False,False,True,0
198.77,10,0,1,91,2,62,6.45,3,True,False,False,False,True,False,False,False,True,0
97.82,19,0,0,48,2,29,5.6,4,False,False,True,True,False,False,True,False,False,0
368.28,14,0,0,52,2,44,5.4,1,False,True,False,False,False,True,False,True,False,0
200.59,23,0,0,83,1,23,2.35,3,False,False,True,False,True,False,False,False,False,0
52.31,9,0,0,66,1,35,3.2,4,True,False,False,True,False,False,True,False,False,0
42.58,18,0,0,42,1,58,4.4,2,False,True,False,False,False,False,False,False,True,0
48.96,20,0,0,74,2,26,4.3,2,False,False,True,False,False,False,True,False,False,0
89.42,4,1,0,58,3,20,8.6,3,False,False,False,True,False,False,False,False,False,0
81.77,16,0,0,40,3,52,7.5,0,False,True,False,True,False,False,False,False,True,0
220.5,2,0,0,48,5,48,10.1,2,False,False,False,False,True,False,False,True,False,0
93.03,2,0,1,79,0,44,4.05,2,False,False,False,True,False,False,False,True,False,0
465.51,20,0,0,71,5,28,8.95,3,False,False,True,False,False,True,True,False,False,0
122.55,6,0,0,85,1,29,2.25,0,False,False,False,True,False,False,True,False,False,0
1097.38,21,0,0,27,4,19,9.65,0,False,False,True,False,False,True,False,False,False,0
120.24,18,0,0,36,1,20,4.7,4,False,True,False,True,False,False,False,False,False,0
540.89,11,0,0,92,4,18,6.4,1,True,False,False,False,False,True,False,False,False,0
44.32,16,0,0,38,1,64,4.6,4,False,True,False,False,False,False,False,False,True,0
22.64,9,0,0,99,5,48,7.55,1,True,False,False,False,False,False,False,True,False,0
114.83,17,1,0,32,0,60,5.4,4,False,True,False,True,False,False,False,False,True,0
110.15,22,0,0,78,2,57,4.1,4,False,False,True,True,False,False,False,False,True,0
636.38,10,0,0,97,4,37,6.15,0,True,False,False,False,False,True,False,True,False,0
69.61,0,0,1,95,2,23,6.25,1,False,False,False,True,False,False,False,False,False,0
34.59,4,0,0,52,2,65,5.4,3,False,False,False,False,False,False,False,False,True,0
37.14,13,0,0,92,2,26,3.4,3,False,True,False,False,False,False,True,False,False,0
11.34,23,0,0,96,1,32,1.7,0,False,False,True,False,False,False,True,False,False,0
176.39,14,0,0,94,2,30,3.3,2,False,True,False,False,True,False,True,False,False,0
3.08,18,0,0,98,2,57,3.1,1,False,True,False,False,False,False,False,False,True,0
14.9,22,0,0,32,3,54,7.9,4,False,False,True,False,False,False,False,False,True,0
300.7,23,0,0,81,1,32,2.45,2,False,False,True,False,False,True,True,False,False,0
331.5,4,0,0,95,5,26,7.75,2,False,False,False,False,False,True,True,False,False,0
50.52,9,0,0,45,3,36,7.25,4,True,False,False,True,False,False,False,True,False,0
112.34,4,0,0,42,1,53,4.4,3,False,False,False,True,False,False,False,False,True,0
91.4,8,0,0,89,2,54,3.55,2,True,False,False,True,False,False,False,False,True,0
104.61,8,0,0,34,1,32,4.8,3,True,False,False,True,False,False,True,False,False,0
506.19,8,0,0,45,4,48,8.75,1,True,False,False,False,False,True,False,True,False,0
186.12,5,0,0,63,1,43,3.35,1,False,False,False,False,True,False,False,True,False,0
120.3,17,0,0,69,3,22,6.05,3,False,True,False,True,False,False,False,False,False,0
100.7,2,0,0,95,1,38,1.75,2,False,False,False,True,False,False,False,True,False,0
246.86,8,0,0,90,2,32,3.5,2,True,False,False,False,True,False,True,False,False,0
186.56,22,0,0,67,1,45,3.15,3,False,False,True,False,True,False,False,True,False,0
116.44,11,0,1,65,1,29,6.25,2,True,False,False,True,False,False,True,False,False,0
254.24,5,0,0,67,2,43,4.65,1,False,False,False,False,True,False,False,True,False,0
12.49,18,0,1,74,1,49,5.8,0,False,True,False,False,False,False,False,True,False,0
123.6,19,1,1,83,1,32,7.35,4,False,False,True,True,False,False,True,False,False,0
950.41,1,0,1,70,2,60,7.5,4,False,False,False,False,False,True,False,False,True,1
1087.95,11,0,0,52,1,66,3.9,1,True,False,False,False,False,True,False,False,True,0
264.15,13,0,0,98,2,48,3.1,0,False,True,False,False,True,False,False,True,False,0
151.87,12,0,0,71,1,28,2.95,4,True,False,False,False,True,False,True,False,False,0
167.17,17,0,0,98,5,22,7.6,3,False,True,False,False,True,False,False,False,False,0
494.62,7,0,1,59,3,62,9.55,2,True,False,False,False,False,True,False,False,True,0
23.9,6,0,0,70,1,67,3.0,1,False,False,False,False,False,False,False,False,True,0
37.96,21,0,0,58,1,54,3.6,1,False,False,True,False,False,False,False,False,True,0
47.48,13,0,0,99,1,54,1.55,3,False,True,False,False,False,False,False,False,True,0
212.49,15,1,0,74,4,38,9.3,0,False,True,False,False,True,False,False,True,False,0
55.43,15,0,0,65,1,22,3.25,2,False,True,False,True,False,False,False,False,False,0
78.2,3,0,0,78,1,24,2.6,0,False,False,False,True,False,False,False,False,False,0
55.39,10,0,0,63,5,64,9.35,4,True,False,False,True,False,False,False,False,True,0
176.41,19,0,0,80,4,68,7.0,3,False,False,True,False,True,False,False,False,True,0
199.1,0,0,0,34,3,53,7.8,1,False,False,False,False,True,False,False,False,True,0
358.56,14,0,0,37,1,50,4.65,2,False,True,False,False,False,True,False,True,False,0
85.25,18,1,0,51,0,49,4.45,2,False,True,False,True,False,False,False,True,False,0
83.17,22,1,0,58,2,54,7.1,1,False,False,True,True,False,False,False,False,True,0
7.13,11,0,1,28,2,19,9.6,3,True,False,False,False,False,False,False,False,False,0
675.6,6,0,0,56,2,68,5.2,1,False,False,False,False,False,True,False,False,True,0
46.49,4,0,0,33,0,37,3.35,2,False,False,False,False,False,False,False,True,False,0
140.89,19,0,0,56,1,18,3.7,2,False,False,True,True,False,False,False,False,False,0
74.1,16,0,0,29,3,54,8.05,2,False,True,False,True,False,False,False,False,True,0
19.26,3,0,0,75,2,26,4.25,1,False,False,False,False,False,False,True,False,False,0
206.89,22,0,0,56,1,26,3.7,1,False,False,True,False,True,False,True,False,False,0
214.35,0,0,0,50,1,64,4.0,3,False,False,False,False,True,False,False,False,True,0
544.43,11,0,0,51,3,22,6.95,2,True,False,False,False,False,True,False,False,False,0
443.72,0,0,1,40,1,67,7.5,2,False,False,False,False,False,True,False,False,True,0
60.77,3,1,0,51,5,38,11.95,0,False,False,False,True,False,False,False,True,False,1
55.49,10,0,0,71,0,69,1.45,4,True,False,False,True,False,False,False,False,True,0
208.26,12,1,0,50,4,51,10.5,4,True,False,False,False,True,False,False,False,True,0
524.29,2,0,0,93,0,64,0.35,1,False,False,False,False,False,True,False,False,True,0
355.49,18,0,0,78,3,26,5.6,4,False,True,False,False,False,True,True,False,False,0
142.92,12,0,0,88,3,25,5.1,2,True,False,False,True,False,False,False,False,False,0
184.12,15,0,0,89,2,60,3.55,0,False,True,False,False,True,False,False,False,True,0
15.05,21,0,1,52,0,60,5.4,0,False,False,True,False,False,False,False,False,True,0
11.97,4,0,0,65,3,62,6.25,2,False,False,False,False,False,False,False,False,True,0
346.3,5,0,0,71,2,33,4.45,4,False,False,False,False,False,True,True,False,False,0
6.15,2,0,0,73,0,52,1.35,3,False,False,False,False,False,False,False,False,True,0
496.19,9,0,0,36,0,47,3.2,2,True,False,False,False,False,True,False,True,False,0
24.2,17,0,0,56,2,28,5.2,0,False,True,False,False,False,False,True,False,False,0
244.31,20,0,0,28,2,23,6.6,2,False,False,True,False,True,False,False,False,False,0
30.3,3,0,0,80,0,21,1.0,3,False,False,False,False,False,False,False,False,False,0
790.93,19,0,0,94,4,49,6.3,1,False,False,True,False,False,True,False,True,False,0
147.68,19,0,0,35,1,52,4.75,4,False,False,True,True,False,False,False,False,True,0
152.42,1,0,0,83,2,31,3.85,1,False,False,False,False,True,False,True,False,False,0
245.3,17,0,0,93,1,46,1.85,2,False,True,False,False,True,False,False,True,False,0
39.41,9,0,0,77,0,37,1.15,1,True,False,False,False,False,False,False,True,False,0
230.97,6,0,0,52,1,46,3.9,2,False,False,False,False,True,False,False,True,False,0
982.29,23,0,0,45,5,18,10.25,2,False,False,True,False,False,True,False,False,False,0
134.36,20,0,0,92,3,26,4.9,4,False,False,True,True,False,False,True,False,False,0
110.33,0,0,0,64,0,64,1.8,0,False,False,False,True,False,False,False,False,True,0
104.76,8,0,0,38,0,54,3.1,3,True,False,False,True,False,False,False,False,True,0
25.73,21,0,0,98,2,22,3.1,4,False,False,True,False,False,False,False,False,False,0
98.05,20,0,0,89,1,22,2.05,4,False,False,True,True,False,False,False,False,False,0
101.92,11,0,0,38,2,52,6.1,3,True,False,False,True,False,False,False,False,True,0
74.03,12,0,0,73,0,27,1.35,1,True,False,False,True,False,False,True,False,False,0
116.23,20,0,0,48,1,27,4.1,3,False,False,True,True,False,False,True,False,False,0
140.28,16,0,0,49,4,45,8.55,4,False,True,False,True,False,False,False,True,False,0
13.41,2,0,0,96,2,35,3.2,4,False,False,False,False,False,False,True,False,False,0
94.81,9,0,0,63,3,20,6.35,2,True,False,False,True,False,False,False,False,False,0
207.29,5,0,0,50,1,54,4.0,2,False,False,False,False,True,False,False,False,True,0
296.56,11,0,0,81,3,36,5.45,2,True,False,False,False,True,False,False,True,False,0
13.68,8,0,1,69,3,18,9.05,4,True,False,False,False,False,False,False,False,False,0
55.86,19,0,0,84,1,65,2.3,2,False,False,True,True,False,False,False,False,True,0
2.09,11,0,0,80,5,20,8.5,1,True,False,False,False,False,False,False,False,False,0
457.05,17,0,0,56,2,40,5.2,0,False,True,False,False,False,True,False,True,False,0
639.75,17,0,0,67,0,37,1.65,2,False,True,False,False,False,True,False,True,False,0
8.27,19,1,0,84,3,58,7.3,3,False,False,True,False,False,False,False,False,True,0
235.42,21,0,0,97,3,36,4.65,1,False,False,True,False,True,False,False,True,False,0
199.8,11,0,0,35,4,27,9.25,0,True,False,False,False,True,False,True,False,False,0
140.3,12,1,0,40,1,65,6.5,4,True,False,False,True,False,False,False,False,True,0
4.11,4,0,0,28,1,57,5.1,0,False,False,False,False,False,False,False,False,True,0
181.57,15,1,0,63,2,28,6.85,4,False,True,False,False,True,False,True,False,False,0
156.05,23,0,0,25,4,28,9.75,4,False,False,True,False,True,False,True,False,False,0
30.6,5,0,0,45,4,18,8.75,0,False,False,False,False,False,False,False,False,False,0
81.54,19,0,0,40,1,54,4.5,0,False,False,True,True,False,False,False,False,True,0
373.59,5,0,0,91,2,59,3.45,2,False,False,False,False,False,True,False,False,True,0
84.84,4,0,0,47,1,48,4.15,2,False,False,False,True,False,False,False,True,False,0
122.09,5,0,0,85,0,30,0.75,1,False,False,False,True,False,False,True,False,False,0
22.83,7,0,0,41,3,55,7.45,2,True,False,False,False,False,False,False,False,True,0
147.63,19,0,1,73,5,32,11.85,1,False,False,True,True,False,False,True,False,False,0
105.25,2,0,0,65,2,39,4.75,3,False,False,False,True,False,False,False,True,False,0
285.26,9,1,0,25,0,49,5.75,2,True,False,False,False,True,False,False,True,False,0
409.52,14,0,0,55,2,31,5.25,2,False,True,False,False,False,True,True,False,False,0
83.93,14,0,0,83,1,59,2.35,3,False,True,False,True,False,False,False,False,True,0
650.67,12,0,0,67,4,53,7.65,2,True,False,False,False,False,True,False,False,True,0
148.16,23,0,0,29,2,44,6.55,3,False,False,True,True,False,False,False,True,False,0
163.73,20,0,0,43,3,51,7.35,1,False,False,True,False,True,False,False,False,True,0
119.34,14,0,0,82,2,51,3.9,1,False,True,False,True,False,False,False,False,True,0
79.94,21,0,0,88,1,56,2.1,1,False,False,True,True,False,False,False,False,True,0
1.64,2,0,0,66,0,33,1.7,3,False,False,False,False,False,False,True,False,False,0
315.97,5,0,0,79,2,53,4.05,3,False,False,False,False,False,True,False,False,True,0
109.05,3,0,0,97,3,19,4.65,3,False,False,False,True,False,False,False,False,False,0
356.21,12,0,0,67,3,24,6.15,1,True,False,False,False,False,True,False,False,False,0
184.89,8,0,0,29,1,46,5.05,4,True,False,False,False,True,False,False,True,False,0
196.12,4,0,0,59,2,19,5.05,4,False,False,False,False,True,False,False,False,False,0
286.19,11,0,0,30,1,65,5.0,0,True,False,False,False,True,False,False,False,True,0
46.29,5,0,0,82,1,50,2.4,4,False,False,False,False,False,False,False,True,False,0
243.61,11,0,0,86,4,43,6.7,3,True,False,False,False,True,False,False,True,False,0
230.88,15,0,0,66,1,31,3.2,0,False,True,False,False,True,False,True,False,False,0
46.13,9,0,0,29,1,51,5.05,2,True,False,False,False,False,False,False,False,True,0
750.93,14,0,0,42,0,30,2.9,0,False,True,False,False,False,True,True,False,False,0
1042.64,6,0,0,92,1,45,1.9,2,False,False,False,False,False,True,False,True,False,0
888.87,1,0,0,35,4,50,9.25,1,False,False,False,False,False,True,False,True,False,0
157.52,4,0,0,73,2,61,4.35,0,False,False,False,False,True,False,False,False,True,0
8.43,20,0,0,73,3,40,5.85,4,False,False,True,False,False,False,False,True,False,0
244.48,22,0,0,32,1,34,4.9,4,False,False,True,False,True,False,True,False,False,0
26.18,2,0,0,59,2,44,5.05,1,False,False,False,False,False,False,False,True,False,0
209.59,8,0,0,68,2,24,4.6,3,True,False,False,False,True,False,False,False,False,0
257.64,0,0,0,33,2,36,6.35,0,False,False,False,False,True,False,False,True,False,0
280.94,22,0,1,54,4,60,11.3,4,False,False,True,False,True,False,False,False,True,0
432.69,22,0,0,30,4,30,9.5,2,False,False,True,False,False,True,True,False,False,0
64.05,13,0,0,28,2,58,6.6,0,False,True,False,True,False,False,False,False,True,0
29.86,3,0,1,87,4,27,9.65,4,False,False,False,False,False,False,True,False,False,0
34.58,4,1,1,38,2,37,11.1,2,False,False,False,False,False,False,False,True,False,1
815.36,10,0,0,60,1,30,3.5,1,True,False,False,False,False,True,True,False,False,0
259.61,10,0,0,46,2,52,5.7,1,True,False,False,False,True,False,False,False,True,0
201.92,11,0,1,81,1,51,5.45,1,True,False,False,False,True,False,False,False,True,0
78.8,12,0,0,33,3,44,7.85,1,True,False,False,True,False,False,False,True,False,0
87.93,11,0,0,50,4,53,8.5,0,True,False,False,True,False,False,False,False,True,0
42.28,18,0,0,39,1,57,4.55,3,False,True,False,False,False,False,False,False,True,0
45.48,17,0,0,57,3,63,6.65,2,False,True,False,False,False,False,False,False,True,0
44.66,10,0,0,39,1,55,4.55,2,True,False,False,False,False,False,False,False,True,0
87.64,17,0,0,71,4,48,7.45,4,False,True,False,True,False,False,False,True,False,0
11.41,21,0,0,70,3,22,6.0,1,False,False,True,False,False,False,False,False,False,0
187.47,7,0,0,95,1,67,1.75,2,True,False,False,False,True,False,False,False,True,0
123.75,17,0,1,32,1,25,7.9,1,False,True,False,True,False,False,False,False,False,0
120.56,19,0,0,39,3,34,7.55,4,False,False,True,True,False,False,True,False,False,0
86.62,20,0,1,41,2,57,8.95,4,False,False,True,True,False,False,False,False,True,0
773.35,21,0,0,31,0,62,3.45,2,False,False,True,False,False,True,False,False,True,0
185.79,0,0,0,72,4,68,7.4,4,False,False,False,False,True,False,False,False,True,0
352.6,10,0,0,39,5,26,10.55,4,True,False,False,False,False,True,True,False,False,0
245.69,4,0,0,54,4,37,8.3,4,False,False,False,False,True,False,False,True,False,0
101.18,15,0,0,77,4,67,7.15,4,False,True,False,True,False,False,False,False,True,0
659.69,12,0,0,65,2,32,4.75,3,True,False,False,False,False,True,True,False,False,0
95.57,6,0,0,29,7,65,14.05,2,False,False,False,True,False,False,False,False,True,0
211.98,12,0,0,50,0,56,2.5,1,True,False,False,False,True,False,False,False,True,0
90.6,1,1,0,44,1,56,6.3,3,False,False,False,True,False,False,False,False,True,0
9.61,22,0,0,45,3,63,7.25,2,False,False,True,False,False,False,False,False,True,0
500.18,7,0,0,86,1,36,2.2,3,True,False,False,False,False,True,False,True,False,0
309.31,15,0,0,42,3,54,7.4,4,False,True,False,False,False,True,False,False,True,0
6.31,9,0,0,94,0,21,0.3,3,True,False,False,False,False,False,False,False,False,0
64.19,19,0,0,83,1,46,2.35,4,False,False,True,True,False,False,False,True,False,0
237.18,22,0,0,57,3,21,6.65,3,False,False,True,False,True,False,False,False,False,0
691.36,3,1,0,55,1,65,5.75,1,False,False,False,False,False,True,False,False,True,0
120.31,21,0,0,76,3,28,5.7,3,False,False,True,True,False,False,True,False,False,0
235.17,8,0,0,58,1,63,3.6,4,True,False,False,False,True,False,False,False,True,0
155.39,18,0,0,64,3,39,6.3,1,False,True,False,False,True,False,False,True,False,0
64.63,18,0,0,77,1,26,2.65,1,False,True,False,True,False,False,True,False,False,0
58.91,17,0,0,63,3,48,6.35,3,False,True,False,True,False,False,False,True,False,0
162.83,13,0,0,28,2,20,6.6,0,False,True,False,False,True,False,False,False,False,0
9.62,3,0,0,81,5,65,8.45,1,False,False,False,False,False,False,False,False,True,0
635.29,10,0,0,59,0,22,2.05,0,True,False,False,False,False,True,False,False,False,0
489.35,1,0,0,26,3,18,8.2,3,False,False,False,False,False,True,False,False,False,0
151.19,15,1,0,97,5,29,9.65,3,False,True,False,False,True,False,True,False,False,0
73.23,19,0,0,50,2,25,5.5,3,False,False,True,True,False,False,False,False,False,0
156.19,10,0,0,92,1,18,1.9,3,True,False,False,False,True,False,False,False,False,0
